gene,FPKM.refGTF_NoRad_CD24Pos_1,FPKM.refGTF_NoRad_CD24Pos_2,FPKM.refGTF_Rad_CD24Neg_3,FPKM.refGTF_Rad_CD24Neg_1,FPKM.refGTF_Rad_CD24Neg_2,FPKM.refGTF_Rad_CD24Pos_1,FPKM.refGTF_Rad_CD24Pos_2,FPKM.refGTF_Rad_CD24Pos_3
4430402I18Rik,0.051636,0.128685,1.021851,0.901583,1.094967,0.129539,0.180331,0.172081
4631405J19Rik,0,0,0,0,0,0,0,0
4632415L05Rik,1.159287,1.711345,2.476514,3.805916,3.913611,1.563643,1.983463,1.436475
4632427E13Rik,0.050611,0.050973,0.665955,0.277725,0.224125,0,0.251662,0.092784
4632428C04Rik,0.039267,0.105883,0.655699,0.767585,0.722102,0.164364,0.099187,0.106904
4632428N05Rik,0.285572,0.336286124,0.394054999,0.228264,0.316920234,0.204607045,0.326875098,0.255055
4632434I11Rik,0.375228,0.781847,2.026898,1.609093,1.486289,1.281399,1.502807,2.180803
4732416N19Rik,0.149892,0,0,0,0,0,0.151367,0
4732456N10Rik,0,0,0,0,0,0,0,0
4732471J01Rik,0.033588841,0.06219432,0.197430778,0.213124047,0.22236628,0.038015735,0.086187781,0.062690548
4732490B19Rik,0.423131,1.328567,0.53093,0.547751,0.677207,0.496876,0.624064,1.126684
4732491K20Rik,0.107754,0.184124,0.413235,0.304075,0.239823,0.151757,0.114373,0.217748
4831440E17Rik,0.210133,0.287669,0.145522,0.124934,0.217641,0.200126,0.29121,0.245286
4833403I15Rik,0,0,0,0,0,0,0,0
4833411C07Rik,0,0,0,0,0,0,0,0
4833412C05Rik,0,0,0,0,0,0.031442,0,0
4833417C18Rik,0.049792,0.133426,0.018206,0.126298,0.032701,0.144852,0.044593,0.15208
4833418N02Rik,0.370382,0.740817,1.760885,1.17321,1.497265,0.759444,0.611774,0.620425
4833419F23Rik,0.037606,0.120384,0,0,0,0,0,0
4833420G17Rik,1.350151317,2.14476537,3.743929503,3.76796096,3.03988364,1.978266177,2.695808343,2.56551052
4833422C13Rik,0,0.018136873,0.111980713,0.021035618,0.063644196,0.004543355,0.012576721,0.039463199
4833423E24Rik,0,0,0,0,0,0,0,0
4833424O15Rik,0,0,0,0,0,0,0,0
4833427F10Rik,0,0,0,0,0,0,0,0
4833427G06Rik,0,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0,0
4833439L19Rik,30.48486401,35.62214968,84.77611254,73.11519941,65.78793297,34.46861848,39.31799655,36.00910024
4921501E09Rik,0,0,0,0,0,0,0,0
4921504A21Rik,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0
4921506M07Rik,0.176036,0.150548,0.072745,0.08085,0.038799,0.154155,0.121094,0.166332
4921507L20Rik,0.067367,0.124581,0.14602,0.076457,0.181828,0.023774,0.10119,0.069916
4921507P07Rik,0.249291,0.297956,1.436302,0.117335,0.537866,0.295011,0.656744,0.595064
4921508D12Rik,0,0,0,0,0,0,0,0
4921509C19Rik,0,0,0,0,0,0,0,0
4921509O07Rik,0,0,0,0,0,0,0,0
4921511C10Rik,0,0,0,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,0,0,0
4921511I17Rik,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,0,0,0,0,0,0
4921515E04Rik,0,0,0,0,0,0,0,0
4921517D22Rik,0,0,0,0,0,0,0,0
4921524J17Rik,2.6103548,2.494320732,4.333601482,6.488259411,5.828975074,3.387488972,3.697291621,3.365101665
4921524L21Rik,0,0,0,0,0,0,0,0
4921525O09Rik,0.125495,0.251967,0,0.010752,0,0.345478,0.182133,0.238417
4921529L05Rik,0.041982,0,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0,0,0
4921531C22Rik,0.662728,0.842515,0.907866,0.80508,0.851923,0.646091,0.697883,0.816404
4921531P14Rik,0,0,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0,0,0
4921536K21Rik,0.142006,0.116263,0.185981,0.135097,0.121362,0.124924,0.14853,0.265303
4921539E11Rik,0,0,0.126674,0,0,0,0,0
4922502D21Rik,0.02799,0,0,0,0,0,0,0
4922502H24Rik,0,0,0,0,0,0,0,0
4922502N22Rik,0,0,0,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0
4930402F06Rik,0,0,0,0,0,0,0,0
4930402F11Rik,0,0,0,0,0,0,0,0
4930402H24Rik,0.416816,0.898949,8.652538,7.014525,7.780868,1.304114,1.432246,1.240628
4930402K13Rik,0,0,0,0,0,0,0,0
4930404A05Rik,0,0,0,0,0,0,0,0
4930404A10Rik,0,0,0,0,0,0,0,0
4930404H11Rik,0,0,0,0,0,0,0,0
4930404I05Rik,0.108741,0.095919,0.271747,0.343089,0.122354,0.188319,0.19941,0.125101
4930404N11Rik,0.639861,1.540303,1.225322,1.403131,1.776293,1.210205,1.855364,1.14708
4930405A10Rik,0,0,0,0,0,0,0,0
4930405A21Rik,0,0.110919,0.04416,0.024099,0,0.153548,0,0.02399
4930405D11Rik,0,0,0,0,0,0,0,0
4930405J17Rik,0,0,0,0.032142,0,0,0,0.030129
4930405L22Rik,0,0,0,0,0,0,0,0
4930406D18Rik,2.144227,1.077767,0,0.173315,0,2.056474,1.73302,0.720714
4930407I10Rik,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,0,0
4930412C18Rik,0.033501,0.011759,0.012101,0,0,0.03824,0.053318,0.034024
4930412D23Rik,0,0,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0,0,0
4930413E15Rik,0,0,0,0,0,0,0,0
4930413F20Rik,0.060726,0.117707,0,0,0,0.093136,0.347712,0.179185
4930413G21Rik,0.015894,0.019907,0.052399,0.016878,0.041201,0.018202,0.033407,0.020972
4930413M19Rik,0,0,0,0,0,0,0,0
4930414L22Rik,0.804352,1.677868,1.159853,2.454275,2.245054,1.251056,2.145752,1.331218
4930414N06Rik,0,0,0,0,0,0,0,0
4930415F15Rik,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0,0,0
4930415O20Rik,0.588542,0.780413,2.605106,4.329296,4.448147,1.411897,1.555937,0.868516
4930417O13Rik,0,0,0,0,0,0,0,0
4930417O22Rik,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0,0,0
4930425O10Rik,0,0,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0,0,0
4930426L09Rik,0,0,0,0,0,0,0,0
4930427A07Rik,1.486861,3.103303,1.917649,3.965321,3.15928,2.886612,4.468087,4.372021
4930428D18Rik,0,0,0,0,0,0,0,0
4930428E07Rik,0,0,0,0,0,0,0,0
4930428G15Rik,0.027249,0.052682,0.117854,0.215357,0.159762,0.109638,0.037903,0.076918
4930428O21Rik,0,0,0,0.013509,0,0,0.013503,0
4930429B21Rik,0.039619,0.035941,0.196066,0.036728,0.044142,0.077832,0.169327,0.113758
4930429D17Rik,0,0,0,0,0,0,0,0
4930429F11Rik,0,0,0,0,0,0,0,0
4930429F24Rik,0,0,0,0,0,0,0.014528,0
4930430A15Rik,0,0,0,0,0,0,0,0
4930430D24Rik,0,0,0,0,0,0,0,0
4930430F08Rik,0.649538,0.798551,1.071687,1.786544,1.69819,1.51254,1.107228,0.901765
4930430F21Rik,0,0,0,0,0,0,0,0
4930430J02Rik,0,0,0,0,0,0,0,0
4930431F12Rik,0,0,0,0,0,0,0,0
4930431P03Rik,0,0,0,0,0,0,0,0
4930432J09Rik,0,0,0,0,0,0,0,0
4930432K21Rik,0.075415,0.047064,0.009502,0,0,0.045574,0.074869,0.039429
4930432M17Rik,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0,0
4930434J06Rik,0,0,0,0,0,0,0,0
4930435E12Rik,0,0,0,0,0,0,0,0
4930438E09Rik,0,0,0,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0,0,0
4930442J19Rik,0,0,0,0,0,0,0,0
4930442L01Rik,0,0,0.153117,0.069608,0.084492,0,0,0
4930443O20Rik,0,0,0,0,0,0,0,0
4930444F02Rik,0.005268326,0.008413372,0,0,0,0,0.011220262,0.005831292
4930444G20Rik,0.018625,0.038202,0.031431,0.091043,0.008154,0.026686,0.051955,0.018063
4930444M15Rik,0,0,0.071847,0,0.060397,0,0,0.014877
4930444P10Rik,0,0,0,0,0,0,0,0
4930447A16Rik,0,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,0,0,0
4930447J18Rik,0,0,0,0,0,0,0,0
4930447K03Rik,0,0.045331,0,0,0,0,0.034344,0
4930447N08Rik,0,0,0,0,0,0,0,0
4930448C13Rik,0,0,0,0,0,0,0,0
4930448F12Rik,0,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0
4930448I18Rik,0,0,0,0,0,0,0,0
4930448K20Rik,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0,0,0
4930449E18Rik,0,0,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0,0,0
4930451C15Rik,0.079114222,0.015846,0.021457,0,0.089939819,0,0.062897,0.033387
4930451G09Rik,0.101148271,0.154313492,0.191068508,0.113356959,0.035426486,0.107717951,0.178568924,0.21116441
4930451I11Rik,0,0,0,0,0,0,0,0
4930452A19Rik,0,0,0,0,0,0,0,0
4930452B06Rik,0.096879,0.1023,0,0,0,0.018309,0.021381,0.017873
4930452G13Rik,0,0,0,0,0,0,0,0
4930452N14Rik,0,0,0,0,0,0,0,0
4930453H23Rik,0,0,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0,0,0
4930453N24Rik,7.036789,9.028928,10.639264,10.600759,10.118733,9.57,9.786824,9.734573
4930455B14Rik,0,0,0,0,0,0,0,0
4930455C13Rik,3.167775,4.44757,5.318923,6.157223,5.889561,3.918156,4.687649,4.816076
4930455D15Rik,0,0,0,0,0,0,0,0
4930455F16Rik,0,0,0,0,0,0,0,0
4930455H04Rik,0,0,0,0,0,0,0,0
4930455J16Rik,0,0,0,0,0,0,0,0
4930456L15Rik,0,0,0,0,0,0,0,0
4930459C07Rik,0,0.038539,0,0,0,0,0,0
4930459L07Rik,0,0,0,0,0,0,0,0
4930461G14Rik,0,0.030216,5.393641,0.213371,0.215499,0.108104,0,0.544289
4930463O16Rik,0,0,0,0,0,0,0,0
4930465K10Rik,0.026369,0.046198,0.019029,0.009375,0,0.029933,0.037483,0.04828
4930465M20Rik,0,0,0,0,0,0,0,0
4930467D21Rik,0,0,0,0,0,0,0,0
4930467E23Rik,0,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0
4930468A15Rik,0,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0,0,0
4930470H14Rik,1.263507,2.480878,1.575124,1.481958,1.963653,2.83373,1.977762,1.309857
4930470P17Rik,0,0,0,0,0,0,0,0
4930471C04Rik,0,0,0,0,0,0,0,0
4930471G03Rik,0,0,0,0,0,0,0,0
4930471M09Rik,0,0,0,0,0,0,0,0
4930473A02Rik,0,0,0.039707,0.480868,0.019497,0.018355,0,0.322765
4930473O22Rik,0,0,0,0,0,0,0,0
4930474G06Rik,0,0,0,0,0,0,0,0
4930474H20Rik,0,0,0,0,0,0,0,0
4930474M22Rik,0.112839,0.280035,0,0.224007,0,0.171203,0.434086,0.043951
4930474N05Rik,0,0,0,0,0,0,0,0
4930474N09Rik,0,0,0.020286,0,0,0,0,0
4930478L05Rik,0,0,0,0,0,0,0,0
4930478P22Rik,0,0,0,0,0,0,0,0
4930479D17Rik,0,0,0.032451,0,0,0,0,0
4930480E11Rik,0,0,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0,0,0
4930480M12Rik,0,0,0,0,0,0,0,0
4930481A15Rik,0.87917885,1.310313129,0.987808012,1.031007242,2.062073651,0.750733254,1.297141998,0.625376718
4930482G09Rik,0,0,0.026926,0.06639,0.054581,0,0,0
4930483J18Rik,0.061105,0.053575,0,0,0,0.069826,0.064858,0.045391
4930483K19Rik,0.049131,0.542326,1.350873,0.873573,0.789501,0.393361,0.197763,0.422402
4930483O08Rik,0,0.100712,0,0,0,0.060962,0,0.071683
4930486F22Rik,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0
4930486L24Rik,0,0,0,0,0,0,0,0
4930487D11Rik,0,0,0,0,0,0,0,0
4930487H11Rik,0,0,0,0,0,0,0,0
4930488B22Rik,0,0,0,0,0,0,0,0
4930488L21Rik,0.011888,0,0.012812,0,0,0,0.01897,0
4930500F04Rik,0,0,0,0,0,0,0,0
4930500J02Rik,0.019077085,0.040897285,0,0,0,0,0,0
4930500L23Rik,0,0,0,0,0,0,0,0
4930502A04Rik,0,0,0,0,0,0,0,0
4930502E09Rik,0,0,0,0.047639,0,0,0,0
4930502E18Rik,0,0,0,0,0,0,0,0
4930503B20Rik,0,0.046486,0,0,0,0,0,0
4930503E14Rik,0,0,0,0,0,0,0,0
4930503E24Rik,0,0,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0
4930503L19Rik,0.089264,0.087375,0.408917,0,0.161566,0.087273,0.246574,0.282635
4930503O07Rik,0,0,0,0,0,0,0,0
4930504O13Rik,0,0,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,0,0,0,0
4930505G20Rik,0,0,0,0,0,0,0,0
4930506C21Rik,0,2.101066,7.243532,0.164527,7.542043,0.102176,1.592089,0.050764
4930506M07Rik,5.624586678,9.041838568,11.46802589,13.1086364,10.89354173,8.082801575,9.2634756,10.17133517
4930507D05Rik,0,0.010672,0.083746,0.152145,0.091889,0.080731,0.096879,0.072889
4930507D10Rik,0,0,0,0,0,0,0,0
4930509E16Rik,0,0.147766,0.040193,0,0.060307,0.021286,0.151824,0.082978
4930509J09Rik,0,0,0,0,0,0,0,0
4930509K18Rik,0,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0,0
4930511E03Rik,0,0,0,0,0,0.011433,0,0
4930511M06Rik,0.234387949,0.20167455,0.733238562,0.176607122,0.726340785,0.284017564,0.108094773,0.348962728
4930512B01Rik,0,0,0,0,0,0,0,0
4930513D17Rik,0,0,0.039168,0.035806,0,0,0,0
4930513N10Rik,0.091002,0.216011,0.24738,0.433414,0.445107,0.271631,0.330246,0.233048
4930513O06Rik,0,0,0,0,0,0,0,0
4930515B02Rik,0,0,0,0,0,0,0,0
4930515G01Rik,0.142379,0.5145,1.048575,0.934036,0.9282,0.284514,0.319787,0.51995
4930515G16Rik,0,0,0.051193,0,0,0,0,0
4930515L03Rik,0,0,0,0,0,0,0,0
4930515L19Rik,0,0,0,0,0,0,0,0
4930517E11Rik,0,0,0,0,0,0,0,0
4930518P08Rik,0,0,0,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0,0,0
4930519F09Rik,0.246549,0.39153,0.397978,0.655165,0.472412,0.351682,0.377968,0.388594
4930519F16Rik,0,0,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0,0,0
4930519G04Rik,0,0,0,0,0,0,0,0
4930519H02Rik,0,0,0,0,0,0,0,0
4930520O04Rik,0.42600883,0.818772829,0.103604034,0.028659138,0.057231001,0.567936877,0.451309586,0.672791529
4930520P13Rik,0,0,0,0,0,0,0,0
4930521E06Rik,0,0,0,0,0,0,0,0
4930522H14Rik,0,0,0,0,0,0,0,0
4930522O17Rik,0,0,0,0,0,0,0,0
4930523C07Rik,0.334536102,0.769327915,0.134449962,0.540809715,0.545930426,0.644555371,0.671688692,0.606453846
4930523O13Rik,0,0,0,0,0,0,0,0
4930524B15Rik,0,0,0,0,0,0,0,0
4930524C18Rik,0,0,0,0,0,0,0,0
4930524N10Rik,0,0,0,0,0,0,0,0
4930524O05Rik,0,0,0,0,0,0,0,0
4930524O08Rik,0,0,0,0,0,0,0,0
4930525D18Rik,0.035396,0,0,0,0,0,0.037737,0
4930525G20Rik,0.256416,0.136295,0.057969,0.095486,0.167399,0.2308,0.170918,0.234842
4930525M21Rik,0,0,0,0,0,0,0,0
4930526I15Rik,0,0,0,0,0,0,0,0
4930526L06Rik,0,0,0.046157,0,0,0,0,0
4930527F14Rik,0,0,0,0,0,0,0,0
4930527G23Rik,0,0,0,0,0,0,0,0
4930528A17Rik,0.020725,0.010815,0.028143,0.033825,0.094828,0,0.077361,0
4930528D03Rik,0,0.118639,0,0.106315,0,0,0,0
4930528P14Rik,0,0,0,0,0,0,0,0
4930529C04Rik,0.071597,0.117291,0.145459,0.210174,0.141358,0.086243,0.116133,0.08738
4930529K09Rik,0,0,0,0,0,0,0,0
4930529L06Rik,0,0,0,0,0,0,0,0
4930529M08Rik,0,0,0,0,0,0,0.022727,0
4930532M18Rik,0,0,0,0,0,0,0,0
4930533B01Rik,0,0,0,0,0.023748,0,0,0
4930533P14Rik,0,0,0,0,0,0,0,0
4930538K18Rik,0.029631,0,0,0,0,0,0,0
4930539C22Rik,0,0,0,0,0,0,0,0
4930539E08Rik,1.282568,3.363689,29.222361,7.24975,6.714192,1.750752,2.625868,3.00952
4930539J05Rik,0.155151,0.150612,0.279424,0,0.101089,0.104045,0.121135,0.347405
4930539M17Rik,0,0,0,0,0,0,0,0
4930539N22Rik,0,0,0,0,0,0,0,0
4930540M03Rik,0,0,0,0,0,0,0,0
4930542C21Rik,0,0,0,0,0,0,0,0
4930542D17Rik,0,0,0,0,0,0,0,0
4930543E12Rik,0,0,0,0,0,0,0,0
4930544D05Rik,0,0,0,0,0,0,0,0
4930544G11Rik,0,0,0,0,0,0,0,0
4930544M13Rik,0,0,0,0,0,0,0,0
4930545E07Rik,0,0,0,0,0,0,0,0
4930545H06Rik,0,0,0,0,0,0,0,0
4930545L23Rik,0,0,0,0,0,0,0,0
4930546C10Rik,0,0,0,0,0,0,0,0
4930546K05Rik,0.006214,0,0.020312,0.006776,0,0.007021,0,0
4930547E08Rik,0,0,0,0.058681,0,0,0,0
4930547E14Rik,0,0,0,0,0,0,0,0
4930548G14Rik,0,0,0,0,0,0,0,0
4930548H24Rik,0,0,0.016718,0,0,0,0,0
4930548J01Rik,0,0,0,0,0,0,0,0
4930548K13Rik,0,0,0,0,0,0,0,0
4930549C01Rik,0,0,0,0,0,0,0,0
4930549G23Rik,1.461172,2.432487,0,0,4.249262,2.412376,2.40707,2.752869
4930550C14Rik,0.04456,0.123343,0,0,0,0.071391,0,0.119772
4930550L24Rik,0,0,0,0,0,0,0,0
4930552N02Rik,0,0,0,0,0,0,0,0
4930552P12Rik,0,0.042243,0.608339,0.096141,0.160071,0.015202,0,0.029319
4930553E22Rik,0,0,0,0,0,0,0,0
4930554C24Rik,0,0,0,0,0,0,0,0
4930555B11Rik,0,0,0,0,0,0,0,0
4930555G01Rik,0,0.019437,0,0,0,0,0,0
4930556C24Rik,0,0,0,0,0,0,0,0
4930556G01Rik,0,0,0,0,0,0,0,0
4930556J02Rik,0,0,0,0,0,0,0,0
4930556M19Rik,0.04468716,0.05656896,0.13793692,0.0603451,0.03608102,0.06117402,0.089998913,0.02658662
4930556N09Rik,0.026237,0.163,1.664546,0.274941,0.61283,0,0.329494,0.477124
4930557A04Rik,0,0,0,0,0,0,0,0
4930557J02Rik,0,0,0,0,0,0,0,0
4930558C23Rik,0,0,0,0,0,0,0,0
4930558G05Rik,0,0,0,0,0,0,0,0
4930558J18Rik,0.107734,0.080097,0.040806,0.321042,0.187977,0.067827,0.194882,0.229262
4930558K02Rik,0,0,0,0,0,0,0,0
4930562C15Rik,0,0,0,0,0,0.017838,0,0.008724
4930562F07Rik,0.236010079,0.595927835,0.134475908,0.391270609,0.501492176,0.371932638,0.728717542,0.402204713
4930563D23Rik,0,0,0,0,0,0,0,0
4930563E18Rik,0,0,0,0,0.01706,0,0.030259,0
4930563E22Rik,0.020178,0.08139,0.050119,0.02876,0.047833,0.068818,0.078013,0.082094
4930563F08Rik,0,0,0,0,0,0,0,0
4930563M20Rik,0,0,0,0,0,0,0,0
4930564B18Rik,0,0,0,0,0,0,0,0
4930564C03Rik,0,0,0,0,0,0,0,0
4930564D02Rik,0,0,0,0,0,0,0,0
4930565D16Rik,0,0,0,0,0,0,0,0
4930565N06Rik,0.177209,0.265356,0.281447,0.205554,0.323783,0.368139,0.27801,0.214802
4930567H12Rik,0,0,0,0,0,0,0,0
4930567H17Rik,0,0,0,0,0,0,0,0
4930567J20Rik,0,0,0,0,0,0,0,0
4930567K20Rik,0,0,0,0,0,0,0,0
4930568D16Rik,0,0,0,0,0,0,0,0
4930568E12Rik,0,0,0,0,0,0,0,0
4930568G15Rik,0,0,0,0,0,0,0,0
4930570G19Rik,0,0,0,0,0,0,0,0
4930571K23Rik,0,0,0,0,0,0,0,0
4930571O06Rik,0,0,0,0,0,0,0,0
4930572K03Rik,0,0,0,0,0,0,0,0
4930572O03Rik,0,0,0,0,0,0,0,0
4930572O13Rik,0,0,0,0,0,0,0,0
4930573O16Rik,0,0,0,0,0,0,0,0
4930577N17Rik,0.242371,0.297874,0.377462,0.6086,0.59231,0.437718,0.496756,0.225337
4930578C19Rik,0,0,0,0,0,0,0,0
4930578E11Rik,0,0,0,0,0,0,0,0
4930578I06Rik,0,0,0,0,0,0,0,0
4930578M01Rik,0.032057,0,0.064972,0,0.06243,0,0,0
4930578N18Rik,0,0,0,0,0,0,0,0
4930579F01Rik,0,0,0,0,0,0,0,0
4930579G18Rik,0.085258,0.218563,0.21203,0.227039,0.13989,0.114575,0.355651,0.198134
4930579G24Rik,0.792374,0.899949,1.033771,1.666775,1.395739,1.046279,1.279357,1.379478
4930579K19Rik,0.086788,0.252909,0.382899,0.185689,0.175005,0.274716,0.241913,0.181216
4930581F22Rik,0.036924,0.224022,0.582238,0.540104,0.184894,0.138354,0.182279,0.237874
4930583K01Rik,0.050139,0,0,0.066817,0.032279,0,0,0
4930583P06Rik,0,0,0,0,0,0,0,0
4930584F24Rik,0,0,0,0,0,0,0,0
4930590J08Rik,0,0,0.010127,0,0,0.006215,0,0
4930590L20Rik,0,0,0,0,0,0,0,0
4930591A17Rik,0,0,0,0,0,0,0,0
4930592A05Rik,0.550396,0.935272,1.589451,1.821847,2.016306,1.530288,1.459353,1.099605
4930592I03Rik,0,0,0,0,0,0,0,0
4930593A02Rik,0,0,0,0,0,0,0,0
4930593C16Rik,0,0,0,0,0,0,0,0
4930594C11Rik,0.031874,0.004306,0.064973,0.056402,0.041589,0.009263,0.028522,0.022412
4930595M18Rik,0,0,0,0,0,0,0,0
4930596D02Rik,0,0,0,0,0,0,0,0
4930596I21Rik,0,0,0.095957,0.063444,0.219166,0,0.00778,0.080609
4930597G03Rik,0,0,0,0,0,0,0,0
4930598F16Rik,0,0,0,0,0,0,0,0
4930599N23Rik,0,0.053213,0.105564,0.057544,0,0,0,0
4931402G19Rik,0.049082,0.083365,0.169322,0.147972,0.108303,0.06781,0.062365,0.060044
4931403E22Rik,0,0.080221,0,0,0.140524,0,0.044967,0
4931403G20Rik,0,0,0,0,0,0,0,0
4931406B18Rik,0,0,0,0,0,0,0,0
4931406C07Rik,10.45199237,22.38733486,116.4645544,77.40720116,105.3089324,14.91464004,17.09205335,18.58567203
4931406H21Rik,0.011438,0,0.006225,0,0.0066,0,0,0
4931406P16Rik,1.224573,1.989759,2.712873,3.977702,3.070821,2.173006,2.1394,2.088078
4931408C20Rik,0,0,0,0,0,0,0,0
4931408D14Rik,0,0,0.763140884,0.095616993,0.252589682,0.019554,0,0
4931409K22Rik,0,0,0,0,0,0,0,0
4931412M21,0,0,0,0,0,0,0,0
4931414P19Rik,0.665457,0.992362,1.664335,2.792081,2.250036,1.461262,1.321267,1.383573
4931417E11Rik,0,0,0,0,0,0,0,0
4931419H13Rik,0,0,0,0,0,0,0,0
4931420L22Rik,0,0,0,0,0,0,0,0
4931423N10Rik,0,0,0,0,0,0,0,0
4931428F04Rik,0.234165286,0.653009911,0.472138497,0.471061997,0.520948662,0.603155145,0.797720057,0.645444242
4931428L18Rik,0,0,0,0,0,0,0,0
4931429I11Rik,0,0.007682,0.031103,0.007816,0.02465,0,0.026779,0
4931429L15Rik,0,0,0.007726,0,0,0,0,0
4931429P17Rik,0,0,0,0,0,0,0,0
4931430N09Rik,0,0,0,0,0,0,0,0
4931431B13Rik,0,0,0,0,0,0,0,0
4931431C16Rik,0,0.042804,0.297547,0.174307,0.157569,0,0.055812,0.104221
4931431F19Rik,0,0,0,0,0,0,0,0
4931440F15Rik,0.028724,0.058939,0.042054,0.094681,0.052292,0.048511,0.053967,0.026468
4931440J10Rik,0,0,0,0,0,0,0,0
4931440L10Rik,0,0,0,0,0,0,0,0
4931440P22Rik,0,0.062807,0.038753,0,0.046405,0,0.05064,0
4932411E22Rik,0.033308,0,0,0,0,0.018963,0,0
4932411N23Rik,0,0,0.007008,0,0,0,0,0
4932412D23Rik,0,0,0,0,0,0,0,0
4932413F04Rik,0,0,0,0,0,0,0,0
4932414J04Rik,0,0,0.007265,0,0,0,0,0
4932414N04Rik,0,0,0.045969,0.038932,0.063008,0,0,0
4932415M13Rik,0,0,0,0,0,0,0,0
4932416H05Rik,0.192981,0.288041,0.368926,0.462644,0.445928,0.315575,0.330787,0.254722
4932416K20Rik,0,0,0,0,0,0.003966,0.006607,0
4932418E24Rik,0,0,0,0,0,0,0,0.015624
4932429P05Rik,0,0,0,0,0,0,0,0
4932435O22Rik,0,0,0,0,0,0,0,0
4932438A13Rik,2.018473,3.147189,5.021101,9.816551,6.612055,3.556848,3.448059,2.475943
4932438H23Rik,0.104653,0.380247265,0.624001699,0.59075,0.727218,0.272674,0.315994,0.29816
4932441J04Rik,0,0,0,0,0,0,0,0
4932443I19Rik,0,0,0,0,0,0,0,0
4932702P03Rik,0,0.049438,0.065255,0.0299,0.040042,0,0,0.046668
4933400A11Rik,0,0,0,0,0,0,0,0
4933400B14Rik,0,0,0,0,0,0,0,0
4933400C23Rik,0,0,0,0,0,0,0,0
4933400F21Rik,0,0,0,0,0,0,0,0.013661
4933400L20Rik,0,0,0,0,0,0,0,0
4933401B06Rik,0,0,0,0,0,0,0,0
4933401D09Rik,0,0,0.053894,0.027026,0.032123,0,0,0
4933401H06Rik,0,0,0,0,0,0,0,0
4933402C06Rik,0,0,0,0,0,0,0,0
4933402D24Rik,0.024733,0.053245,0,0.033958,0.105612,0,0.026938,0.098233
4933402E13Rik,0,0,0.011781086,0,0,0,0,0
4933402J07Rik,0,0,0,0,0,0,0,0
4933402J10Rik,0,0,0,0,0,0,0,0
4933402J15Rik,0,0,0,0,0,0,0,0
4933402N03Rik,0,0,0,0,0,0,0,0
4933402N22Rik,0,0,0,0,0,0,0,0
4933402P03Rik,0,0,0,0,0,0.031499,0,0.015172
4933403O08Rik,0,0,0,0,0,0,0,0
4933404G15Rik,0,0,0,0,0,0,0,0
4933404K08Rik,0,0,0,0,0,0,0,0
4933404O12Rik,0.317308,0.387381,2.653354,2.225156,1.088818,0.348665,0.16077,0.248151
4933405D12Rik,0.089342,0,0.039029,0,0,0,0,0.031691
4933405E24Rik,0,0,0,0,0,0,0,0
4933405L10Rik,0,0.020892,0.015258,0,0,0,0.019001,0
